timestamp,city,green_px,orange_px,red_px,darkred_px,congestion_index,time,temperature_2m,precipitation,wind_speed_10m,relative_humidity_2m,date,hour,day_name
2026-04-10 07:00:00,surabaya,2294,1460,342,0,0.758,2026-04-10 07:00:00,27.5,0.0,2.6,82,2026-04-10,7,Friday
2026-04-10 08:00:00,surabaya,3146,844,105,0,0.66,2026-04-10 08:00:00,29.1,0.0,4.1,77,2026-04-10,8,Friday
2026-04-10 09:00:00,surabaya,3470,626,0,0,0.442,2026-04-10 09:00:00,30.0,0.1,5.6,72,2026-04-10,9,Friday
2026-04-10 10:00:00,surabaya,4020,76,0,0,0.233,2026-04-10 10:00:00,30.8,0.1,6.2,69,2026-04-10,10,Friday
2026-04-10 11:00:00,surabaya,4096,0,0,0,0.024,2026-04-10 11:00:00,30.8,0.1,5.9,68,2026-04-10,11,Friday
2026-04-10 12:00:00,surabaya,4096,0,0,0,0.165,2026-04-10 12:00:00,31.2,0.1,6.0,67,2026-04-10,12,Friday
2026-04-10 13:00:00,surabaya,4082,14,0,0,0.208,2026-04-10 13:00:00,28.9,1.9,10.8,75,2026-04-10,13,Friday
2026-04-10 14:00:00,surabaya,3980,116,0,0,0.269,2026-04-10 14:00:00,29.0,0.1,6.4,76,2026-04-10,14,Friday
2026-04-10 15:00:00,surabaya,3571,525,0,0,0.466,2026-04-10 15:00:00,28.8,0.3,5.5,76,2026-04-10,15,Friday
2026-04-10 16:00:00,surabaya,2496,1244,356,0,0.751,2026-04-10 16:00:00,27.5,1.3,2.9,82,2026-04-10,16,Friday
2026-04-10 17:00:00,surabaya,2215,1526,355,0,0.832,2026-04-10 17:00:00,27.5,0.1,6.4,82,2026-04-10,17,Friday
2026-04-10 18:00:00,surabaya,2728,1110,258,0,0.748,2026-04-10 18:00:00,26.9,0.0,6.9,86,2026-04-10,18,Friday
2026-04-10 19:00:00,surabaya,3498,598,0,0,0.455,2026-04-10 19:00:00,26.6,0.0,5.4,90,2026-04-10,19,Friday
2026-04-10 20:00:00,surabaya,3852,244,0,0,0.286,2026-04-10 20:00:00,26.6,0.0,2.7,89,2026-04-10,20,Friday
2026-04-10 21:00:00,surabaya,4096,0,0,0,0.099,2026-04-10 21:00:00,26.6,0.0,1.7,89,2026-04-10,21,Friday
2026-04-10 22:00:00,surabaya,4096,0,0,0,0.172,2026-04-10 22:00:00,26.8,0.0,2.3,88,2026-04-10,22,Friday
2026-04-10 23:00:00,surabaya,4096,0,0,0,0.161,2026-04-10 23:00:00,26.8,0.0,3.0,88,2026-04-10,23,Friday
2026-04-11 00:00:00,surabaya,4096,0,0,0,0.173,2026-04-11 00:00:00,26.6,0.0,5.1,89,2026-04-11,0,Saturday
2026-04-11 01:00:00,surabaya,4096,0,0,0,0.152,2026-04-11 01:00:00,26.5,0.0,2.8,89,2026-04-11,1,Saturday
2026-04-11 02:00:00,surabaya,4038,58,0,0,0.221,2026-04-11 02:00:00,26.4,0.0,5.8,91,2026-04-11,2,Saturday
2026-04-11 03:00:00,surabaya,4096,0,0,0,0.067,2026-04-11 03:00:00,26.2,0.0,6.9,90,2026-04-11,3,Saturday
2026-04-11 04:00:00,surabaya,4045,51,0,0,0.224,2026-04-11 04:00:00,26.3,0.0,5.4,89,2026-04-11,4,Saturday
2026-04-11 05:00:00,surabaya,3981,115,0,0,0.256,2026-04-11 05:00:00,26.5,0.0,4.4,88,2026-04-11,5,Saturday
2026-04-11 06:00:00,surabaya,3714,382,0,0,0.386,2026-04-11 06:00:00,26.5,0.0,3.1,88,2026-04-11,6,Saturday
2026-04-11 07:00:00,surabaya,3189,907,0,0,0.548,2026-04-11 07:00:00,27.9,0.9,4.0,85,2026-04-11,7,Saturday
2026-04-11 08:00:00,surabaya,3333,763,0,0,0.471,2026-04-11 08:00:00,29.0,0.3,4.5,77,2026-04-11,8,Saturday
2026-04-11 09:00:00,surabaya,3749,347,0,0,0.349,2026-04-11 09:00:00,29.6,0.1,5.6,73,2026-04-11,9,Saturday
2026-04-11 10:00:00,surabaya,3914,182,0,0,0.283,2026-04-11 10:00:00,30.1,0.0,7.0,72,2026-04-11,10,Saturday
2026-04-11 11:00:00,surabaya,4041,55,0,0,0.223,2026-04-11 11:00:00,30.2,0.0,7.7,72,2026-04-11,11,Saturday
2026-04-11 12:00:00,surabaya,4092,4,0,0,0.202,2026-04-11 12:00:00,30.2,0.1,8.0,73,2026-04-11,12,Saturday
2026-04-11 13:00:00,surabaya,4096,0,0,0,0.095,2026-04-11 13:00:00,30.4,0.1,8.5,70,2026-04-11,13,Saturday
2026-04-11 14:00:00,surabaya,3916,180,0,0,0.296,2026-04-11 14:00:00,30.7,0.6,9.1,67,2026-04-11,14,Saturday
2026-04-11 15:00:00,surabaya,3640,456,0,0,0.459,2026-04-11 15:00:00,29.2,0.7,9.6,75,2026-04-11,15,Saturday
2026-04-11 16:00:00,surabaya,3257,839,0,0,0.592,2026-04-11 16:00:00,29.2,0.0,4.3,76,2026-04-11,16,Saturday
2026-04-11 17:00:00,surabaya,3261,813,22,0,0.613,2026-04-11 17:00:00,28.9,0.2,4.0,78,2026-04-11,17,Saturday
2026-04-11 18:00:00,surabaya,3705,391,0,0,0.414,2026-04-11 18:00:00,28.3,0.2,4.0,82,2026-04-11,18,Saturday
2026-04-11 19:00:00,surabaya,3426,670,0,0,0.437,2026-04-11 19:00:00,28.4,0.0,7.5,79,2026-04-11,19,Saturday
2026-04-11 20:00:00,surabaya,3988,108,0,0,0.243,2026-04-11 20:00:00,28.1,0.0,6.8,81,2026-04-11,20,Saturday
2026-04-11 21:00:00,surabaya,4096,0,0,0,0.023,2026-04-11 21:00:00,28.1,0.0,6.7,81,2026-04-11,21,Saturday
2026-04-11 22:00:00,surabaya,4062,34,0,0,0.212,2026-04-11 22:00:00,28.0,0.0,6.5,81,2026-04-11,22,Saturday
2026-04-11 23:00:00,surabaya,4096,0,0,0,0.078,2026-04-11 23:00:00,27.7,0.0,3.7,83,2026-04-11,23,Saturday
2026-04-12 00:00:00,surabaya,4096,0,0,0,0.114,2026-04-12 00:00:00,25.0,3.1,4.9,94,2026-04-12,0,Sunday
2026-04-12 01:00:00,surabaya,4096,0,0,0,0.139,2026-04-12 01:00:00,25.4,0.1,1.8,89,2026-04-12,1,Sunday
2026-04-12 02:00:00,surabaya,3860,236,0,0,0.283,2026-04-12 02:00:00,25.3,1.5,3.1,92,2026-04-12,2,Sunday
2026-04-12 03:00:00,surabaya,4096,0,0,0,0.158,2026-04-12 03:00:00,25.0,0.1,3.3,97,2026-04-12,3,Sunday
2026-04-12 04:00:00,surabaya,4074,22,0,0,0.212,2026-04-12 04:00:00,24.6,0.1,4.9,98,2026-04-12,4,Sunday
2026-04-12 05:00:00,surabaya,3720,376,0,0,0.361,2026-04-12 05:00:00,24.6,0.0,2.7,98,2026-04-12,5,Sunday
2026-04-12 06:00:00,surabaya,3617,479,0,0,0.478,2026-04-12 06:00:00,24.8,0.0,2.7,97,2026-04-12,6,Sunday
2026-04-12 07:00:00,surabaya,3569,527,0,0,0.507,2026-04-12 07:00:00,26.5,0.0,2.6,91,2026-04-12,7,Sunday
2026-04-12 08:00:00,surabaya,3293,803,0,0,0.498,2026-04-12 08:00:00,28.4,0.0,4.1,82,2026-04-12,8,Sunday
2026-04-12 09:00:00,surabaya,3967,129,0,0,0.279,2026-04-12 09:00:00,29.4,0.1,7.9,77,2026-04-12,9,Sunday
2026-04-12 10:00:00,surabaya,4096,0,0,0,0.191,2026-04-12 10:00:00,29.8,0.1,8.5,75,2026-04-12,10,Sunday
2026-04-12 11:00:00,surabaya,4055,41,0,0,0.223,2026-04-12 11:00:00,30.4,0.1,7.5,72,2026-04-12,11,Sunday
2026-04-12 12:00:00,surabaya,4060,36,0,0,0.214,2026-04-12 12:00:00,30.5,0.0,6.4,73,2026-04-12,12,Sunday
2026-04-12 13:00:00,surabaya,4076,20,0,0,0.208,2026-04-12 13:00:00,31.4,0.0,6.1,66,2026-04-12,13,Sunday
2026-04-12 14:00:00,surabaya,3854,242,0,0,0.327,2026-04-12 14:00:00,30.5,0.5,12.3,66,2026-04-12,14,Sunday
2026-04-12 15:00:00,surabaya,3843,253,0,0,0.318,2026-04-12 15:00:00,30.0,0.1,6.5,71,2026-04-12,15,Sunday
2026-04-12 16:00:00,surabaya,3203,893,0,0,0.518,2026-04-12 16:00:00,29.9,0.0,2.3,71,2026-04-12,16,Sunday
2026-04-12 17:00:00,surabaya,3174,846,75,0,0.646,2026-04-12 17:00:00,28.7,0.0,7.5,74,2026-04-12,17,Sunday
2026-04-12 18:00:00,surabaya,3472,624,0,0,0.563,2026-04-12 18:00:00,27.5,0.0,6.7,80,2026-04-12,18,Sunday
2026-04-12 19:00:00,surabaya,3497,599,0,0,0.446,2026-04-12 19:00:00,27.7,0.0,3.6,84,2026-04-12,19,Sunday
2026-04-12 20:00:00,surabaya,3925,171,0,0,0.297,2026-04-12 20:00:00,25.2,2.0,5.5,88,2026-04-12,20,Sunday
2026-04-12 21:00:00,surabaya,4096,0,0,0,0.183,2026-04-12 21:00:00,25.2,0.5,5.8,91,2026-04-12,21,Sunday
2026-04-12 22:00:00,surabaya,4075,21,0,0,0.211,2026-04-12 22:00:00,25.0,0.0,4.5,92,2026-04-12,22,Sunday
2026-04-12 23:00:00,surabaya,4096,0,0,0,0.113,2026-04-12 23:00:00,24.7,0.0,3.3,92,2026-04-12,23,Sunday
2026-04-13 00:00:00,surabaya,4096,0,0,0,0.035,2026-04-13 00:00:00,24.2,0.0,2.7,94,2026-04-13,0,Monday
2026-04-13 01:00:00,surabaya,4096,0,0,0,0.191,2026-04-13 01:00:00,24.8,0.0,2.7,93,2026-04-13,1,Monday
2026-04-13 02:00:00,surabaya,4096,0,0,0,0.146,2026-04-13 02:00:00,24.4,0.0,2.4,95,2026-04-13,2,Monday
2026-04-13 03:00:00,surabaya,4096,0,0,0,0.173,2026-04-13 03:00:00,24.1,0.0,2.4,95,2026-04-13,3,Monday
2026-04-13 04:00:00,surabaya,4096,0,0,0,0.048,2026-04-13 04:00:00,24.0,0.0,2.8,95,2026-04-13,4,Monday
2026-04-13 05:00:00,surabaya,4044,52,0,0,0.227,2026-04-13 05:00:00,24.0,0.0,3.2,95,2026-04-13,5,Monday
2026-04-13 06:00:00,surabaya,3626,470,0,0,0.442,2026-04-13 06:00:00,24.4,0.0,4.1,93,2026-04-13,6,Monday
2026-04-13 07:00:00,surabaya,2942,1030,124,0,0.693,2026-04-13 07:00:00,26.8,0.0,0.8,82,2026-04-13,7,Monday
2026-04-13 08:00:00,surabaya,3331,765,0,0,0.596,2026-04-13 08:00:00,28.5,0.0,3.1,79,2026-04-13,8,Monday
2026-04-13 09:00:00,surabaya,3590,506,0,0,0.461,2026-04-13 09:00:00,29.8,0.0,10.4,71,2026-04-13,9,Monday
2026-04-13 10:00:00,surabaya,3777,319,0,0,0.315,2026-04-13 10:00:00,30.5,0.0,13.2,67,2026-04-13,10,Monday
2026-04-13 11:00:00,surabaya,4096,0,0,0,0.195,2026-04-13 11:00:00,30.5,0.0,12.4,67,2026-04-13,11,Monday
2026-04-13 12:00:00,surabaya,4096,0,0,0,0.115,2026-04-13 12:00:00,30.9,0.0,12.1,66,2026-04-13,12,Monday
2026-04-13 13:00:00,surabaya,4096,0,0,0,0.182,2026-04-13 13:00:00,31.3,0.0,13.2,64,2026-04-13,13,Monday
2026-04-13 14:00:00,surabaya,3872,224,0,0,0.333,2026-04-13 14:00:00,31.3,0.1,14.4,64,2026-04-13,14,Monday
2026-04-13 15:00:00,surabaya,3912,184,0,0,0.301,2026-04-13 15:00:00,31.1,0.1,15.6,65,2026-04-13,15,Monday
2026-04-13 16:00:00,surabaya,2379,1364,353,0,0.758,2026-04-13 16:00:00,30.5,0.0,14.7,70,2026-04-13,16,Monday
2026-04-13 17:00:00,surabaya,1921,1717,458,0,0.938,2026-04-13 17:00:00,30.0,0.0,13.3,73,2026-04-13,17,Monday
2026-04-13 18:00:00,surabaya,2607,1190,299,0,0.815,2026-04-13 18:00:00,29.6,0.0,11.6,73,2026-04-13,18,Monday
2026-04-13 19:00:00,surabaya,3251,823,21,0,0.612,2026-04-13 19:00:00,29.8,0.0,13.8,69,2026-04-13,19,Monday
2026-04-13 20:00:00,surabaya,3655,441,0,0,0.359,2026-04-13 20:00:00,29.6,0.0,14.3,71,2026-04-13,20,Monday
2026-04-13 21:00:00,surabaya,4084,12,0,0,0.205,2026-04-13 21:00:00,29.4,0.0,12.6,67,2026-04-13,21,Monday
2026-04-13 22:00:00,surabaya,4096,0,0,0,0.177,2026-04-13 22:00:00,29.0,0.0,11.1,71,2026-04-13,22,Monday
2026-04-13 23:00:00,surabaya,4080,16,0,0,0.206,2026-04-13 23:00:00,28.4,0.0,9.0,77,2026-04-13,23,Monday
2026-04-14 00:00:00,surabaya,4096,0,0,0,0.112,2026-04-14 00:00:00,28.2,0.0,6.7,77,2026-04-14,0,Tuesday
2026-04-14 01:00:00,surabaya,4096,0,0,0,0.149,2026-04-14 01:00:00,28.1,0.2,6.3,76,2026-04-14,1,Tuesday
2026-04-14 02:00:00,surabaya,4054,42,0,0,0.216,2026-04-14 02:00:00,27.6,0.3,7.5,76,2026-04-14,2,Tuesday
2026-04-14 03:00:00,surabaya,3899,197,0,0,0.29,2026-04-14 03:00:00,27.4,0.2,11.7,74,2026-04-14,3,Tuesday
2026-04-14 04:00:00,surabaya,4096,0,0,0,0.156,2026-04-14 04:00:00,27.5,0.0,9.7,76,2026-04-14,4,Tuesday
2026-04-14 05:00:00,surabaya,3967,129,0,0,0.249,2026-04-14 05:00:00,27.8,0.0,11.5,76,2026-04-14,5,Tuesday
2026-04-14 06:00:00,surabaya,3242,854,0,0,0.498,2026-04-14 06:00:00,28.0,0.0,13.6,75,2026-04-14,6,Tuesday
2026-04-14 07:00:00,surabaya,1982,1770,344,0,0.848,2026-04-14 07:00:00,29.5,0.1,14.0,68,2026-04-14,7,Tuesday
2026-04-14 08:00:00,surabaya,2390,1426,280,0,0.752,2026-04-14 08:00:00,30.1,0.0,15.9,64,2026-04-14,8,Tuesday
2026-04-14 09:00:00,surabaya,3250,846,0,0,0.587,2026-04-14 09:00:00,30.5,0.0,17.3,63,2026-04-14,9,Tuesday
2026-04-14 10:00:00,surabaya,4096,0,0,0,0.185,2026-04-14 10:00:00,30.8,0.0,17.3,62,2026-04-14,10,Tuesday
2026-04-14 11:00:00,surabaya,4096,0,0,0,0.155,2026-04-14 11:00:00,31.1,0.0,16.2,61,2026-04-14,11,Tuesday
2026-04-14 12:00:00,surabaya,4096,0,0,0,0.143,2026-04-14 12:00:00,31.3,0.0,15.9,61,2026-04-14,12,Tuesday
2026-04-14 13:00:00,surabaya,4023,73,0,0,0.239,2026-04-14 13:00:00,31.8,0.1,14.8,59,2026-04-14,13,Tuesday
2026-04-14 14:00:00,surabaya,3714,382,0,0,0.354,2026-04-14 14:00:00,32.0,0.2,13.4,58,2026-04-14,14,Tuesday
2026-04-14 15:00:00,surabaya,3561,535,0,0,0.391,2026-04-14 15:00:00,31.6,0.4,13.2,61,2026-04-14,15,Tuesday
2026-04-14 16:00:00,surabaya,2590,1295,211,0,0.704,2026-04-14 16:00:00,31.3,0.2,12.7,58,2026-04-14,16,Tuesday
2026-04-14 17:00:00,surabaya,1934,1423,740,0,0.924,2026-04-14 17:00:00,30.3,0.0,12.9,63,2026-04-14,17,Tuesday
2026-04-14 18:00:00,surabaya,2627,1278,191,0,0.722,2026-04-14 18:00:00,29.3,0.1,12.5,70,2026-04-14,18,Tuesday
2026-04-14 19:00:00,surabaya,3708,388,0,0,0.388,2026-04-14 19:00:00,30.2,0.1,10.9,60,2026-04-14,19,Tuesday
2026-04-14 20:00:00,surabaya,3693,403,0,0,0.352,2026-04-14 20:00:00,30.1,0.0,11.2,62,2026-04-14,20,Tuesday
2026-04-14 21:00:00,surabaya,4053,43,0,0,0.219,2026-04-14 21:00:00,29.9,0.2,10.6,62,2026-04-14,21,Tuesday
2026-04-14 22:00:00,surabaya,4096,0,0,0,0.191,2026-04-14 22:00:00,29.6,0.1,9.9,64,2026-04-14,22,Tuesday
2026-04-14 23:00:00,surabaya,4096,0,0,0,0.117,2026-04-14 23:00:00,29.3,0.0,8.5,64,2026-04-14,23,Tuesday
2026-04-15 00:00:00,surabaya,4058,38,0,0,0.222,2026-04-15 00:00:00,28.5,0.0,7.6,69,2026-04-15,0,Wednesday
2026-04-15 01:00:00,surabaya,4096,0,0,0,0.134,2026-04-15 01:00:00,27.9,0.1,8.1,73,2026-04-15,1,Wednesday
2026-04-15 02:00:00,surabaya,4041,55,0,0,0.227,2026-04-15 02:00:00,27.6,0.0,7.2,76,2026-04-15,2,Wednesday
2026-04-15 03:00:00,surabaya,4096,0,0,0,0.088,2026-04-15 03:00:00,27.5,0.0,7.0,74,2026-04-15,3,Wednesday
2026-04-15 04:00:00,surabaya,4096,0,0,0,0.108,2026-04-15 04:00:00,27.5,0.0,6.4,74,2026-04-15,4,Wednesday
2026-04-15 05:00:00,surabaya,3911,185,0,0,0.267,2026-04-15 05:00:00,27.2,0.0,6.9,75,2026-04-15,5,Wednesday
2026-04-15 06:00:00,surabaya,3475,621,0,0,0.435,2026-04-15 06:00:00,27.1,0.0,5.6,77,2026-04-15,6,Wednesday
2026-04-15 07:00:00,surabaya,2228,1408,459,0,0.801,2026-04-15 07:00:00,29.4,0.0,7.3,68,2026-04-15,7,Wednesday
2026-04-15 08:00:00,surabaya,2666,1191,239,0,0.772,2026-04-15 08:00:00,30.9,0.0,12.0,58,2026-04-15,8,Wednesday
2026-04-15 09:00:00,surabaya,3690,406,0,0,0.419,2026-04-15 09:00:00,31.2,0.0,13.2,56,2026-04-15,9,Wednesday
2026-04-15 10:00:00,surabaya,3960,136,0,0,0.257,2026-04-15 10:00:00,31.6,0.0,13.8,55,2026-04-15,10,Wednesday
2026-04-15 11:00:00,surabaya,4096,0,0,0,0.143,2026-04-15 11:00:00,32.0,0.0,13.2,52,2026-04-15,11,Wednesday
2026-04-15 12:00:00,surabaya,4060,36,0,0,0.221,2026-04-15 12:00:00,32.3,0.0,12.3,50,2026-04-15,12,Wednesday
2026-04-15 13:00:00,surabaya,4096,0,0,0,0.139,2026-04-15 13:00:00,32.6,0.0,12.3,45,2026-04-15,13,Wednesday
2026-04-15 14:00:00,surabaya,4007,89,0,0,0.249,2026-04-15 14:00:00,32.5,0.0,11.7,46,2026-04-15,14,Wednesday
2026-04-15 15:00:00,surabaya,3082,1014,0,0,0.578,2026-04-15 15:00:00,32.0,0.0,12.3,50,2026-04-15,15,Wednesday
2026-04-15 16:00:00,surabaya,1724,1781,591,0,0.924,2026-04-15 16:00:00,31.7,0.0,13.2,53,2026-04-15,16,Wednesday
2026-04-15 17:00:00,surabaya,811,1917,584,783,1.04,2026-04-15 17:00:00,31.0,0.0,12.9,58,2026-04-15,17,Wednesday
2026-04-15 18:00:00,surabaya,2097,1596,403,0,0.772,2026-04-15 18:00:00,30.3,0.1,11.6,60,2026-04-15,18,Wednesday
2026-04-15 19:00:00,surabaya,3540,556,0,0,0.509,2026-04-15 19:00:00,30.7,0.0,8.5,56,2026-04-15,19,Wednesday
2026-04-15 20:00:00,surabaya,3719,377,0,0,0.387,2026-04-15 20:00:00,30.5,0.0,12.6,59,2026-04-15,20,Wednesday
2026-04-15 21:00:00,surabaya,4096,0,0,0,0.174,2026-04-15 21:00:00,29.8,0.0,15.0,63,2026-04-15,21,Wednesday
2026-04-15 22:00:00,surabaya,4096,0,0,0,0.089,2026-04-15 22:00:00,29.1,0.2,11.4,68,2026-04-15,22,Wednesday
2026-04-15 23:00:00,surabaya,4096,0,0,0,0.159,2026-04-15 23:00:00,28.9,0.0,11.8,69,2026-04-15,23,Wednesday
2026-04-16 00:00:00,surabaya,4096,0,0,0,0.182,2026-04-16 00:00:00,28.4,0.0,8.4,71,2026-04-16,0,Thursday
2026-04-16 01:00:00,surabaya,4096,0,0,0,0.092,2026-04-16 01:00:00,28.4,0.0,6.6,72,2026-04-16,1,Thursday
2026-04-16 02:00:00,surabaya,4096,0,0,0,0.035,2026-04-16 02:00:00,28.2,0.0,8.1,72,2026-04-16,2,Thursday
2026-04-16 03:00:00,surabaya,4096,0,0,0,0.051,2026-04-16 03:00:00,28.0,0.0,7.2,73,2026-04-16,3,Thursday
2026-04-16 04:00:00,surabaya,4061,35,0,0,0.214,2026-04-16 04:00:00,27.8,0.0,8.2,74,2026-04-16,4,Thursday
2026-04-16 05:00:00,surabaya,4096,0,0,0,0.199,2026-04-16 05:00:00,27.5,0.0,8.0,75,2026-04-16,5,Thursday
2026-04-16 06:00:00,surabaya,3466,630,0,0,0.474,2026-04-16 06:00:00,27.5,0.0,7.2,76,2026-04-16,6,Thursday
2026-04-16 07:00:00,surabaya,2299,1587,210,0,0.769,2026-04-16 07:00:00,29.3,0.1,7.0,68,2026-04-16,7,Thursday
2026-04-16 08:00:00,surabaya,2460,1321,315,0,0.797,2026-04-16 08:00:00,30.4,0.0,8.8,61,2026-04-16,8,Thursday
2026-04-16 09:00:00,surabaya,3523,573,0,0,0.461,2026-04-16 09:00:00,31.1,0.0,10.2,58,2026-04-16,9,Thursday
2026-04-16 10:00:00,surabaya,3893,203,0,0,0.287,2026-04-16 10:00:00,31.6,0.0,10.9,57,2026-04-16,10,Thursday
2026-04-16 11:00:00,surabaya,4096,0,0,0,0.106,2026-04-16 11:00:00,32.0,0.0,12.5,56,2026-04-16,11,Thursday
2026-04-16 12:00:00,surabaya,4096,0,0,0,0.132,2026-04-16 12:00:00,32.2,0.0,13.2,54,2026-04-16,12,Thursday
2026-04-16 13:00:00,surabaya,4096,0,0,0,0.111,2026-04-16 13:00:00,32.2,0.0,12.6,54,2026-04-16,13,Thursday
2026-04-16 14:00:00,surabaya,3646,450,0,0,0.359,2026-04-16 14:00:00,32.0,0.0,13.6,52,2026-04-16,14,Thursday
2026-04-16 15:00:00,surabaya,3271,825,0,0,0.491,2026-04-16 15:00:00,32.0,0.0,13.1,50,2026-04-16,15,Thursday
2026-04-16 16:00:00,surabaya,2500,1362,234,0,0.715,2026-04-16 16:00:00,31.4,0.0,14.6,56,2026-04-16,16,Thursday
2026-04-16 17:00:00,surabaya,1617,1850,630,0,0.875,2026-04-16 17:00:00,30.5,0.0,15.7,61,2026-04-16,17,Thursday
2026-04-16 18:00:00,surabaya,2535,1321,241,0,0.751,2026-04-16 18:00:00,30.0,0.0,14.9,65,2026-04-16,18,Thursday
2026-04-16 19:00:00,surabaya,3406,690,0,0,0.542,2026-04-16 19:00:00,30.2,0.0,6.5,64,2026-04-16,19,Thursday
2026-04-16 20:00:00,surabaya,4096,0,0,0,0.168,2026-04-16 20:00:00,30.3,0.0,7.9,62,2026-04-16,20,Thursday
2026-04-16 21:00:00,surabaya,4096,0,0,0,0.11,2026-04-16 21:00:00,30.0,0.0,11.4,62,2026-04-16,21,Thursday
2026-04-16 22:00:00,surabaya,4096,0,0,0,0.13,2026-04-16 22:00:00,29.6,0.1,10.3,65,2026-04-16,22,Thursday
2026-04-16 23:00:00,surabaya,3760,336,0,0,0.33,2026-04-16 23:00:00,29.3,0.2,8.5,68,2026-04-16,23,Thursday
2026-04-17 00:00:00,surabaya,4060,36,0,0,0.218,2026-04-17 00:00:00,28.5,0.1,9.0,72,2026-04-17,0,Friday
2026-04-17 01:00:00,surabaya,4096,0,0,0,0.143,2026-04-17 01:00:00,28.5,0.1,9.2,69,2026-04-17,1,Friday
2026-04-17 02:00:00,surabaya,4095,1,0,0,0.201,2026-04-17 02:00:00,27.8,0.1,11.6,72,2026-04-17,2,Friday
2026-04-17 03:00:00,surabaya,3906,190,0,0,0.296,2026-04-17 03:00:00,27.0,0.0,12.9,78,2026-04-17,3,Friday
2026-04-17 04:00:00,surabaya,4096,0,0,0,0.151,2026-04-17 04:00:00,26.8,0.0,11.2,80,2026-04-17,4,Friday
2026-04-17 05:00:00,surabaya,4027,69,0,0,0.227,2026-04-17 05:00:00,26.7,0.0,10.4,81,2026-04-17,5,Friday
2026-04-17 06:00:00,surabaya,3463,633,0,0,0.569,2026-04-17 06:00:00,27.0,0.0,9.9,80,2026-04-17,6,Friday
2026-04-17 07:00:00,surabaya,2239,1521,336,0,0.788,2026-04-17 07:00:00,28.7,0.0,9.7,72,2026-04-17,7,Friday
2026-04-17 08:00:00,surabaya,2140,1669,287,0,0.801,2026-04-17 08:00:00,29.6,0.1,12.4,67,2026-04-17,8,Friday
2026-04-17 09:00:00,surabaya,3472,624,0,0,0.449,2026-04-17 09:00:00,30.2,0.1,12.4,65,2026-04-17,9,Friday
2026-04-17 10:00:00,surabaya,3630,466,0,0,0.387,2026-04-17 10:00:00,31.1,0.0,11.6,60,2026-04-17,10,Friday
2026-04-17 11:00:00,surabaya,3924,172,0,0,0.288,2026-04-17 11:00:00,32.0,0.0,11.0,56,2026-04-17,11,Friday
2026-04-17 12:00:00,surabaya,4096,0,0,0,0.197,2026-04-17 12:00:00,32.3,0.0,10.9,53,2026-04-17,12,Friday
2026-04-17 13:00:00,surabaya,4031,65,0,0,0.231,2026-04-17 13:00:00,32.5,0.0,11.5,51,2026-04-17,13,Friday
2026-04-17 14:00:00,surabaya,4096,0,0,0,0.137,2026-04-17 14:00:00,32.5,0.0,12.4,51,2026-04-17,14,Friday
2026-04-17 15:00:00,surabaya,3250,846,0,0,0.538,2026-04-17 15:00:00,32.2,0.0,11.9,53,2026-04-17,15,Friday
2026-04-17 16:00:00,surabaya,2733,1126,236,0,0.753,2026-04-17 16:00:00,32.0,0.0,11.4,53,2026-04-17,16,Friday
2026-04-17 17:00:00,surabaya,1683,1990,424,0,0.93,2026-04-17 17:00:00,31.0,0.0,11.4,60,2026-04-17,17,Friday
2026-04-17 18:00:00,surabaya,2150,1594,352,0,0.816,2026-04-17 18:00:00,30.2,0.1,10.4,69,2026-04-17,18,Friday
2026-04-17 19:00:00,surabaya,3586,510,0,0,0.47,2026-04-17 19:00:00,28.9,0.1,5.2,76,2026-04-17,19,Friday
2026-04-17 20:00:00,surabaya,4096,0,0,0,0.163,2026-04-17 20:00:00,29.0,0.2,9.9,72,2026-04-17,20,Friday
2026-04-17 21:00:00,surabaya,4082,14,0,0,0.209,2026-04-17 21:00:00,28.9,0.0,11.9,71,2026-04-17,21,Friday
2026-04-17 22:00:00,surabaya,4096,0,0,0,0.104,2026-04-17 22:00:00,29.0,0.0,13.5,72,2026-04-17,22,Friday
2026-04-17 23:00:00,surabaya,4096,0,0,0,0.128,2026-04-17 23:00:00,29.0,0.0,15.0,72,2026-04-17,23,Friday
2026-04-18 00:00:00,surabaya,4096,0,0,0,0.14,2026-04-18 00:00:00,28.6,0.0,14.6,73,2026-04-18,0,Saturday
2026-04-18 01:00:00,surabaya,4096,0,0,0,0.166,2026-04-18 01:00:00,28.0,0.9,11.1,74,2026-04-18,1,Saturday
2026-04-18 02:00:00,surabaya,4096,0,0,0,0.022,2026-04-18 02:00:00,27.2,0.1,7.0,79,2026-04-18,2,Saturday
2026-04-18 03:00:00,surabaya,3939,157,0,0,0.279,2026-04-18 03:00:00,25.1,1.3,7.7,90,2026-04-18,3,Saturday
2026-04-18 04:00:00,surabaya,4078,18,0,0,0.211,2026-04-18 04:00:00,25.1,0.1,10.6,91,2026-04-18,4,Saturday
2026-04-18 05:00:00,surabaya,3898,198,0,0,0.317,2026-04-18 05:00:00,25.3,0.0,6.4,88,2026-04-18,5,Saturday
2026-04-18 06:00:00,surabaya,3382,714,0,0,0.505,2026-04-18 06:00:00,25.9,0.0,5.2,86,2026-04-18,6,Saturday
2026-04-18 07:00:00,surabaya,3524,572,0,0,0.516,2026-04-18 07:00:00,28.2,0.0,3.8,77,2026-04-18,7,Saturday
