timestamp,city,green_px,orange_px,red_px,darkred_px,congestion_index
2026-04-06 15:00:00,surabaya,3542,554,0,0,0.479
2026-04-06 16:00:00,surabaya,2793,998,305,0,0.729
2026-04-06 17:00:00,surabaya,1708,1841,548,0,0.944
2026-04-06 18:00:00,surabaya,2738,991,367,0,0.756
2026-04-06 19:00:00,surabaya,3508,588,0,0,0.536
2026-04-06 20:00:00,surabaya,3922,174,0,0,0.276
2026-04-06 21:00:00,surabaya,4096,0,0,0,0.107
2026-04-06 22:00:00,surabaya,4096,0,0,0,0.149
2026-04-06 23:00:00,surabaya,4096,0,0,0,0.154
2026-04-07 00:00:00,surabaya,4062,34,0,0,0.217
2026-04-07 01:00:00,surabaya,4096,0,0,0,0.087
2026-04-07 02:00:00,surabaya,4096,0,0,0,0.147
2026-04-07 03:00:00,surabaya,4096,0,0,0,0.031
2026-04-07 04:00:00,surabaya,4071,25,0,0,0.213
2026-04-07 05:00:00,surabaya,4096,0,0,0,0.177
2026-04-07 06:00:00,surabaya,3687,409,0,0,0.358
2026-04-07 07:00:00,surabaya,2332,1531,233,0,0.75
2026-04-07 08:00:00,surabaya,2562,1153,381,0,0.831
2026-04-07 09:00:00,surabaya,3799,297,0,0,0.377
2026-04-07 10:00:00,surabaya,4096,0,0,0,0.176
2026-04-07 11:00:00,surabaya,4096,0,0,0,0.116
2026-04-07 12:00:00,surabaya,4096,0,0,0,0.079
2026-04-07 13:00:00,surabaya,4015,81,0,0,0.233
2026-04-07 14:00:00,surabaya,4036,60,0,0,0.224
2026-04-07 15:00:00,surabaya,3581,515,0,0,0.443
2026-04-07 16:00:00,surabaya,2340,1316,440,0,0.808
2026-04-07 17:00:00,surabaya,1816,1829,451,0,0.854
2026-04-07 18:00:00,surabaya,2757,1014,325,0,0.797
2026-04-07 19:00:00,surabaya,3721,375,0,0,0.425
2026-04-07 20:00:00,surabaya,4093,3,0,0,0.202
2026-04-07 21:00:00,surabaya,4096,0,0,0,0.055
2026-04-07 22:00:00,surabaya,3900,196,0,0,0.286
2026-04-07 23:00:00,surabaya,4096,0,0,0,0.128
2026-04-08 00:00:00,surabaya,4096,0,0,0,0.167
2026-04-08 01:00:00,surabaya,4096,0,0,0,0.148
2026-04-08 02:00:00,surabaya,4096,0,0,0,0.161
2026-04-08 03:00:00,surabaya,4096,0,0,0,0.155
2026-04-08 04:00:00,surabaya,3917,179,0,0,0.301
2026-04-08 05:00:00,surabaya,4096,0,0,0,0.18
2026-04-08 06:00:00,surabaya,3767,329,0,0,0.375
2026-04-08 07:00:00,surabaya,2646,1341,109,0,0.683
2026-04-08 08:00:00,surabaya,2787,1186,123,0,0.66
2026-04-08 09:00:00,surabaya,3426,670,0,0,0.537
2026-04-08 10:00:00,surabaya,3845,251,0,0,0.311
2026-04-08 11:00:00,surabaya,4096,0,0,0,0.102
2026-04-08 12:00:00,surabaya,4096,0,0,0,0.062
2026-04-08 13:00:00,surabaya,4096,0,0,0,0.195
2026-04-08 14:00:00,surabaya,3747,349,0,0,0.377
2026-04-08 15:00:00,surabaya,3866,230,0,0,0.296
2026-04-08 16:00:00,surabaya,2440,1363,293,0,0.804
2026-04-08 17:00:00,surabaya,2013,1767,316,0,0.829
2026-04-08 18:00:00,surabaya,2384,1220,492,0,0.84
2026-04-08 19:00:00,surabaya,3565,531,0,0,0.418
2026-04-08 20:00:00,surabaya,3992,104,0,0,0.259
2026-04-08 21:00:00,surabaya,4096,0,0,0,0.078
2026-04-08 22:00:00,surabaya,4096,0,0,0,0.087
2026-04-08 23:00:00,surabaya,3976,120,0,0,0.248
2026-04-09 00:00:00,surabaya,4047,49,0,0,0.229
2026-04-09 01:00:00,surabaya,4096,0,0,0,0.15
2026-04-09 02:00:00,surabaya,4096,0,0,0,0.09
2026-04-09 03:00:00,surabaya,4096,0,0,0,0.019
2026-04-09 04:00:00,surabaya,4096,0,0,0,0.14
2026-04-09 05:00:00,surabaya,3978,118,0,0,0.25
2026-04-09 06:00:00,surabaya,3565,531,0,0,0.478
2026-04-09 07:00:00,surabaya,2636,1185,275,0,0.747
2026-04-09 08:00:00,surabaya,2705,1216,175,0,0.675
2026-04-09 09:00:00,surabaya,3500,596,0,0,0.48
2026-04-09 10:00:00,surabaya,4003,93,0,0,0.25
2026-04-09 11:00:00,surabaya,3969,127,0,0,0.26
2026-04-09 12:00:00,surabaya,3938,158,0,0,0.29
2026-04-09 13:00:00,surabaya,4096,0,0,0,0.175
2026-04-09 14:00:00,surabaya,4004,92,0,0,0.251
2026-04-09 15:00:00,surabaya,3442,654,0,0,0.489
2026-04-09 16:00:00,surabaya,2720,1070,306,0,0.726
2026-04-09 17:00:00,surabaya,2328,1206,562,0,0.849
2026-04-09 18:00:00,surabaya,2348,1433,315,0,0.763
2026-04-09 19:00:00,surabaya,3569,527,0,0,0.42
2026-04-09 20:00:00,surabaya,3774,322,0,0,0.322
2026-04-09 21:00:00,surabaya,4096,0,0,0,0.176
2026-04-09 22:00:00,surabaya,4096,0,0,0,0.173
2026-04-09 23:00:00,surabaya,4096,0,0,0,0.138
2026-04-10 00:00:00,surabaya,4096,0,0,0,0.099
2026-04-10 01:00:00,surabaya,4096,0,0,0,0.084
2026-04-10 02:00:00,surabaya,4096,0,0,0,0.133
2026-04-10 03:00:00,surabaya,4096,0,0,0,0.113
2026-04-10 04:00:00,surabaya,4096,0,0,0,0.184
2026-04-10 05:00:00,surabaya,3971,125,0,0,0.252
2026-04-10 06:00:00,surabaya,3705,391,0,0,0.389
2026-04-10 07:00:00,surabaya,2294,1460,342,0,0.758
2026-04-10 08:00:00,surabaya,3146,844,105,0,0.66
2026-04-10 09:00:00,surabaya,3470,626,0,0,0.442
2026-04-10 10:00:00,surabaya,4020,76,0,0,0.233
2026-04-10 11:00:00,surabaya,4096,0,0,0,0.024
2026-04-10 12:00:00,surabaya,4096,0,0,0,0.165
2026-04-10 13:00:00,surabaya,4082,14,0,0,0.208
2026-04-10 14:00:00,surabaya,3980,116,0,0,0.269
2026-04-10 15:00:00,surabaya,3571,525,0,0,0.466
2026-04-10 16:00:00,surabaya,2496,1244,356,0,0.751
2026-04-10 17:00:00,surabaya,2215,1526,355,0,0.832
2026-04-10 18:00:00,surabaya,2728,1110,258,0,0.748
2026-04-10 19:00:00,surabaya,3498,598,0,0,0.455
2026-04-10 20:00:00,surabaya,3852,244,0,0,0.286
2026-04-10 21:00:00,surabaya,4096,0,0,0,0.099
2026-04-10 22:00:00,surabaya,4096,0,0,0,0.172
2026-04-10 23:00:00,surabaya,4096,0,0,0,0.161
2026-04-11 00:00:00,surabaya,4096,0,0,0,0.173
2026-04-11 01:00:00,surabaya,4096,0,0,0,0.152
2026-04-11 02:00:00,surabaya,4038,58,0,0,0.221
2026-04-11 03:00:00,surabaya,4096,0,0,0,0.067
2026-04-11 04:00:00,surabaya,4045,51,0,0,0.224
2026-04-11 05:00:00,surabaya,3981,115,0,0,0.256
2026-04-11 06:00:00,surabaya,3714,382,0,0,0.386
2026-04-11 07:00:00,surabaya,3189,907,0,0,0.548
2026-04-11 08:00:00,surabaya,3333,763,0,0,0.471
2026-04-11 09:00:00,surabaya,3749,347,0,0,0.349
2026-04-11 10:00:00,surabaya,3914,182,0,0,0.283
2026-04-11 11:00:00,surabaya,4041,55,0,0,0.223
2026-04-11 12:00:00,surabaya,4092,4,0,0,0.202
2026-04-11 13:00:00,surabaya,4096,0,0,0,0.095
2026-04-11 14:00:00,surabaya,3916,180,0,0,0.296
2026-04-11 15:00:00,surabaya,3640,456,0,0,0.459
2026-04-11 16:00:00,surabaya,3257,839,0,0,0.592
2026-04-11 17:00:00,surabaya,3261,813,22,0,0.613
2026-04-11 18:00:00,surabaya,3705,391,0,0,0.414
2026-04-11 19:00:00,surabaya,3426,670,0,0,0.437
2026-04-11 20:00:00,surabaya,3988,108,0,0,0.243
2026-04-11 21:00:00,surabaya,4096,0,0,0,0.023
2026-04-11 22:00:00,surabaya,4062,34,0,0,0.212
2026-04-11 23:00:00,surabaya,4096,0,0,0,0.078
2026-04-12 00:00:00,surabaya,4096,0,0,0,0.114
2026-04-12 01:00:00,surabaya,4096,0,0,0,0.139
2026-04-12 02:00:00,surabaya,3860,236,0,0,0.283
2026-04-12 03:00:00,surabaya,4096,0,0,0,0.158
2026-04-12 04:00:00,surabaya,4074,22,0,0,0.212
2026-04-12 05:00:00,surabaya,3720,376,0,0,0.361
2026-04-12 06:00:00,surabaya,3617,479,0,0,0.478
2026-04-12 07:00:00,surabaya,3569,527,0,0,0.507
2026-04-12 08:00:00,surabaya,3293,803,0,0,0.498
2026-04-12 09:00:00,surabaya,3967,129,0,0,0.279
2026-04-12 10:00:00,surabaya,4096,0,0,0,0.191
2026-04-12 11:00:00,surabaya,4055,41,0,0,0.223
2026-04-12 12:00:00,surabaya,4060,36,0,0,0.214
2026-04-12 13:00:00,surabaya,4076,20,0,0,0.208
2026-04-12 14:00:00,surabaya,3854,242,0,0,0.327
2026-04-12 15:00:00,surabaya,3843,253,0,0,0.318
2026-04-12 16:00:00,surabaya,3203,893,0,0,0.518
2026-04-12 17:00:00,surabaya,3174,846,75,0,0.646
2026-04-12 18:00:00,surabaya,3472,624,0,0,0.563
2026-04-12 19:00:00,surabaya,3497,599,0,0,0.446
2026-04-12 20:00:00,surabaya,3925,171,0,0,0.297
2026-04-12 21:00:00,surabaya,4096,0,0,0,0.183
2026-04-12 22:00:00,surabaya,4075,21,0,0,0.211
2026-04-12 23:00:00,surabaya,4096,0,0,0,0.113
2026-04-13 00:00:00,surabaya,4096,0,0,0,0.035
2026-04-13 01:00:00,surabaya,4096,0,0,0,0.191
2026-04-13 02:00:00,surabaya,4096,0,0,0,0.146
2026-04-13 03:00:00,surabaya,4096,0,0,0,0.173
2026-04-13 04:00:00,surabaya,4096,0,0,0,0.048
2026-04-13 05:00:00,surabaya,4044,52,0,0,0.227
2026-04-13 06:00:00,surabaya,3626,470,0,0,0.442
2026-04-13 07:00:00,surabaya,2942,1030,124,0,0.693
2026-04-13 08:00:00,surabaya,3331,765,0,0,0.596
2026-04-13 09:00:00,surabaya,3590,506,0,0,0.461
2026-04-13 10:00:00,surabaya,3777,319,0,0,0.315
2026-04-13 11:00:00,surabaya,4096,0,0,0,0.195
2026-04-13 12:00:00,surabaya,4096,0,0,0,0.115
2026-04-13 13:00:00,surabaya,4096,0,0,0,0.182
2026-04-13 14:00:00,surabaya,3872,224,0,0,0.333
2026-04-13 15:00:00,surabaya,3912,184,0,0,0.301
2026-04-13 16:00:00,surabaya,2379,1364,353,0,0.758
2026-04-13 17:00:00,surabaya,1921,1717,458,0,0.938
2026-04-13 18:00:00,surabaya,2607,1190,299,0,0.815
2026-04-13 19:00:00,surabaya,3251,823,21,0,0.612
2026-04-13 20:00:00,surabaya,3655,441,0,0,0.359
2026-04-13 21:00:00,surabaya,4084,12,0,0,0.205
2026-04-13 22:00:00,surabaya,4096,0,0,0,0.177
2026-04-13 23:00:00,surabaya,4080,16,0,0,0.206
2026-04-14 00:00:00,surabaya,4096,0,0,0,0.112
2026-04-14 01:00:00,surabaya,4096,0,0,0,0.149
2026-04-14 02:00:00,surabaya,4054,42,0,0,0.216
2026-04-14 03:00:00,surabaya,3899,197,0,0,0.29
2026-04-14 04:00:00,surabaya,4096,0,0,0,0.156
2026-04-14 05:00:00,surabaya,3967,129,0,0,0.249
2026-04-14 06:00:00,surabaya,3242,854,0,0,0.498
2026-04-14 07:00:00,surabaya,1982,1770,344,0,0.848
2026-04-14 08:00:00,surabaya,2390,1426,280,0,0.752
2026-04-14 09:00:00,surabaya,3250,846,0,0,0.587
2026-04-14 10:00:00,surabaya,4096,0,0,0,0.185
2026-04-14 11:00:00,surabaya,4096,0,0,0,0.155
2026-04-14 12:00:00,surabaya,4096,0,0,0,0.143
2026-04-14 13:00:00,surabaya,4023,73,0,0,0.239
2026-04-14 14:00:00,surabaya,3714,382,0,0,0.354
2026-04-14 15:00:00,surabaya,3561,535,0,0,0.391
2026-04-14 16:00:00,surabaya,2590,1295,211,0,0.704
2026-04-14 17:00:00,surabaya,1934,1423,740,0,0.924
2026-04-14 18:00:00,surabaya,2627,1278,191,0,0.722
2026-04-14 19:00:00,surabaya,3708,388,0,0,0.388
2026-04-14 20:00:00,surabaya,3693,403,0,0,0.352
2026-04-14 21:00:00,surabaya,4053,43,0,0,0.219
2026-04-14 22:00:00,surabaya,4096,0,0,0,0.191
2026-04-14 23:00:00,surabaya,4096,0,0,0,0.117
2026-04-15 00:00:00,surabaya,4058,38,0,0,0.222
2026-04-15 01:00:00,surabaya,4096,0,0,0,0.134
2026-04-15 02:00:00,surabaya,4041,55,0,0,0.227
2026-04-15 03:00:00,surabaya,4096,0,0,0,0.088
2026-04-15 04:00:00,surabaya,4096,0,0,0,0.108
2026-04-15 05:00:00,surabaya,3911,185,0,0,0.267
2026-04-15 06:00:00,surabaya,3475,621,0,0,0.435
2026-04-15 07:00:00,surabaya,2228,1408,459,0,0.801
2026-04-15 08:00:00,surabaya,2666,1191,239,0,0.772
2026-04-15 09:00:00,surabaya,3690,406,0,0,0.419
2026-04-15 10:00:00,surabaya,3960,136,0,0,0.257
2026-04-15 11:00:00,surabaya,4096,0,0,0,0.143
2026-04-15 12:00:00,surabaya,4060,36,0,0,0.221
2026-04-15 13:00:00,surabaya,4096,0,0,0,0.139
2026-04-15 14:00:00,surabaya,4007,89,0,0,0.249
2026-04-15 15:00:00,surabaya,3082,1014,0,0,0.578
2026-04-15 16:00:00,surabaya,1724,1781,591,0,0.924
2026-04-15 17:00:00,surabaya,811,1917,584,783,1.04
2026-04-15 18:00:00,surabaya,2097,1596,403,0,0.772
2026-04-15 19:00:00,surabaya,3540,556,0,0,0.509
2026-04-15 20:00:00,surabaya,3719,377,0,0,0.387
2026-04-15 21:00:00,surabaya,4096,0,0,0,0.174
2026-04-15 22:00:00,surabaya,4096,0,0,0,0.089
2026-04-15 23:00:00,surabaya,4096,0,0,0,0.159
2026-04-16 00:00:00,surabaya,4096,0,0,0,0.182
2026-04-16 01:00:00,surabaya,4096,0,0,0,0.092
2026-04-16 02:00:00,surabaya,4096,0,0,0,0.035
2026-04-16 03:00:00,surabaya,4096,0,0,0,0.051
2026-04-16 04:00:00,surabaya,4061,35,0,0,0.214
2026-04-16 05:00:00,surabaya,4096,0,0,0,0.199
2026-04-16 06:00:00,surabaya,3466,630,0,0,0.474
2026-04-16 07:00:00,surabaya,2299,1587,210,0,0.769
2026-04-16 08:00:00,surabaya,2460,1321,315,0,0.797
2026-04-16 09:00:00,surabaya,3523,573,0,0,0.461
2026-04-16 10:00:00,surabaya,3893,203,0,0,0.287
2026-04-16 11:00:00,surabaya,4096,0,0,0,0.106
2026-04-16 12:00:00,surabaya,4096,0,0,0,0.132
2026-04-16 13:00:00,surabaya,4096,0,0,0,0.111
2026-04-16 14:00:00,surabaya,3646,450,0,0,0.359
2026-04-16 15:00:00,surabaya,3271,825,0,0,0.491
2026-04-16 16:00:00,surabaya,2500,1362,234,0,0.715
2026-04-16 17:00:00,surabaya,1617,1850,630,0,0.875
2026-04-16 18:00:00,surabaya,2535,1321,241,0,0.751
2026-04-16 19:00:00,surabaya,3406,690,0,0,0.542
2026-04-16 20:00:00,surabaya,4096,0,0,0,0.168
2026-04-16 21:00:00,surabaya,4096,0,0,0,0.11
2026-04-16 22:00:00,surabaya,4096,0,0,0,0.13
2026-04-16 23:00:00,surabaya,3760,336,0,0,0.33
2026-04-17 00:00:00,surabaya,4060,36,0,0,0.218
2026-04-17 01:00:00,surabaya,4096,0,0,0,0.143
2026-04-17 02:00:00,surabaya,4095,1,0,0,0.201
2026-04-17 03:00:00,surabaya,3906,190,0,0,0.296
2026-04-17 04:00:00,surabaya,4096,0,0,0,0.151
2026-04-17 05:00:00,surabaya,4027,69,0,0,0.227
2026-04-17 06:00:00,surabaya,3463,633,0,0,0.569
2026-04-17 07:00:00,surabaya,2239,1521,336,0,0.788
2026-04-17 08:00:00,surabaya,2140,1669,287,0,0.801
2026-04-17 09:00:00,surabaya,3472,624,0,0,0.449
2026-04-17 10:00:00,surabaya,3630,466,0,0,0.387
2026-04-17 11:00:00,surabaya,3924,172,0,0,0.288
2026-04-17 12:00:00,surabaya,4096,0,0,0,0.197
2026-04-17 13:00:00,surabaya,4031,65,0,0,0.231
2026-04-17 14:00:00,surabaya,4096,0,0,0,0.137
2026-04-17 15:00:00,surabaya,3250,846,0,0,0.538
2026-04-17 16:00:00,surabaya,2733,1126,236,0,0.753
2026-04-17 17:00:00,surabaya,1683,1990,424,0,0.93
2026-04-17 18:00:00,surabaya,2150,1594,352,0,0.816
2026-04-17 19:00:00,surabaya,3586,510,0,0,0.47
2026-04-17 20:00:00,surabaya,4096,0,0,0,0.163
2026-04-17 21:00:00,surabaya,4082,14,0,0,0.209
2026-04-17 22:00:00,surabaya,4096,0,0,0,0.104
2026-04-17 23:00:00,surabaya,4096,0,0,0,0.128
2026-04-18 00:00:00,surabaya,4096,0,0,0,0.14
2026-04-18 01:00:00,surabaya,4096,0,0,0,0.166
2026-04-18 02:00:00,surabaya,4096,0,0,0,0.022
2026-04-18 03:00:00,surabaya,3939,157,0,0,0.279
2026-04-18 04:00:00,surabaya,4078,18,0,0,0.211
2026-04-18 05:00:00,surabaya,3898,198,0,0,0.317
2026-04-18 06:00:00,surabaya,3382,714,0,0,0.505
2026-04-18 07:00:00,surabaya,3524,572,0,0,0.516
2026-04-18 08:00:00,surabaya,3564,532,0,0,0.388
2026-04-18 09:00:00,surabaya,3923,173,0,0,0.304
2026-04-18 10:00:00,surabaya,4096,0,0,0,0.154
2026-04-18 11:00:00,surabaya,4096,0,0,0,0.157
2026-04-18 12:00:00,surabaya,4096,0,0,0,0.192
2026-04-18 13:00:00,surabaya,4096,0,0,0,0.061
2026-04-18 14:00:00,surabaya,3958,138,0,0,0.278
2026-04-18 15:00:00,surabaya,3984,112,0,0,0.266
2026-04-18 16:00:00,surabaya,3500,596,0,0,0.543
2026-04-18 17:00:00,surabaya,3107,989,0,0,0.588
2026-04-18 18:00:00,surabaya,3321,775,0,0,0.503
2026-04-18 19:00:00,surabaya,3672,424,0,0,0.376
2026-04-18 20:00:00,surabaya,4059,37,0,0,0.217
2026-04-18 21:00:00,surabaya,4096,0,0,0,0.158
2026-04-18 22:00:00,surabaya,4096,0,0,0,0.068
2026-04-18 23:00:00,surabaya,4096,0,0,0,0.181
2026-04-19 00:00:00,surabaya,3804,292,0,0,0.312
2026-04-19 01:00:00,surabaya,3782,314,0,0,0.321
2026-04-19 02:00:00,surabaya,3910,186,0,0,0.275
2026-04-19 03:00:00,surabaya,4030,66,0,0,0.234
2026-04-19 04:00:00,surabaya,4096,0,0,0,0.145
2026-04-19 05:00:00,surabaya,3699,397,0,0,0.34
2026-04-19 06:00:00,surabaya,3641,455,0,0,0.362
2026-04-19 07:00:00,surabaya,3304,792,0,0,0.51
2026-04-19 08:00:00,surabaya,3330,766,0,0,0.494
2026-04-19 09:00:00,surabaya,3714,382,0,0,0.373
2026-04-19 10:00:00,surabaya,4071,25,0,0,0.209
2026-04-19 11:00:00,surabaya,4096,0,0,0,0.187
2026-04-19 12:00:00,surabaya,4096,0,0,0,0.111
2026-04-19 13:00:00,surabaya,4096,0,0,0,0.177
2026-04-19 14:00:00,surabaya,3722,374,0,0,0.416
2026-04-19 15:00:00,surabaya,3741,355,0,0,0.367
2026-04-19 16:00:00,surabaya,3278,818,0,0,0.506
2026-04-19 17:00:00,surabaya,3066,963,67,0,0.632
2026-04-19 18:00:00,surabaya,3234,862,0,0,0.571
2026-04-19 19:00:00,surabaya,3879,217,0,0,0.293
2026-04-19 20:00:00,surabaya,3987,109,0,0,0.239
2026-04-19 21:00:00,surabaya,3974,122,0,0,0.265
2026-04-19 22:00:00,surabaya,4085,11,0,0,0.205
2026-04-19 23:00:00,surabaya,4096,0,0,0,0.191
2026-04-20 00:00:00,surabaya,3983,113,0,0,0.259
2026-04-20 01:00:00,surabaya,4096,0,0,0,0.103
2026-04-20 02:00:00,surabaya,4096,0,0,0,0.156
2026-04-20 03:00:00,surabaya,4096,0,0,0,0.115
2026-04-20 04:00:00,surabaya,3927,169,0,0,0.272
2026-04-20 05:00:00,surabaya,4096,0,0,0,0.116
2026-04-20 06:00:00,surabaya,3589,507,0,0,0.437
2026-04-20 07:00:00,surabaya,2494,1410,191,0,0.717
2026-04-20 08:00:00,surabaya,2564,1050,482,0,0.8
2026-04-20 09:00:00,surabaya,3336,760,0,0,0.526
2026-04-20 10:00:00,surabaya,3774,322,0,0,0.35
2026-04-20 11:00:00,surabaya,4096,0,0,0,0.058
2026-04-20 12:00:00,surabaya,4075,21,0,0,0.21
2026-04-20 13:00:00,surabaya,4096,0,0,0,0.163
2026-04-20 14:00:00,surabaya,4034,62,0,0,0.233
2026-04-20 15:00:00,surabaya,3277,819,0,0,0.531
2026-04-20 16:00:00,surabaya,2955,989,152,0,0.703
2026-04-20 17:00:00,surabaya,2564,1263,270,0,0.755
2026-04-20 18:00:00,surabaya,2622,1253,221,0,0.741
2026-04-20 19:00:00,surabaya,3771,325,0,0,0.389
2026-04-20 20:00:00,surabaya,4007,89,0,0,0.234
2026-04-20 21:00:00,surabaya,4077,19,0,0,0.209
2026-04-20 22:00:00,surabaya,4096,0,0,0,0.178
2026-04-20 23:00:00,surabaya,3979,117,0,0,0.262
2026-04-21 00:00:00,surabaya,4096,0,0,0,0.136
2026-04-21 01:00:00,surabaya,4096,0,0,0,0.043
2026-04-21 02:00:00,surabaya,4096,0,0,0,0.097
2026-04-21 03:00:00,surabaya,4096,0,0,0,0.087
2026-04-21 04:00:00,surabaya,4096,0,0,0,0.082
2026-04-21 05:00:00,surabaya,3955,141,0,0,0.283
2026-04-21 06:00:00,surabaya,3452,644,0,0,0.439
2026-04-21 07:00:00,surabaya,3379,683,34,0,0.615
2026-04-21 08:00:00,surabaya,2642,1024,431,0,0.802
2026-04-21 09:00:00,surabaya,3530,566,0,0,0.476
2026-04-21 10:00:00,surabaya,3922,174,0,0,0.279
2026-04-21 11:00:00,surabaya,4096,0,0,0,0.175
2026-04-21 12:00:00,surabaya,4093,3,0,0,0.202
2026-04-21 13:00:00,surabaya,4096,0,0,0,0.186
2026-04-21 14:00:00,surabaya,3664,432,0,0,0.367
2026-04-21 15:00:00,surabaya,3541,555,0,0,0.525
2026-04-21 16:00:00,surabaya,2231,1619,247,0,0.796
2026-04-21 17:00:00,surabaya,1674,1613,809,0,0.929
2026-04-21 18:00:00,surabaya,2672,1329,94,0,0.666
2026-04-21 19:00:00,surabaya,3523,573,0,0,0.482
2026-04-21 20:00:00,surabaya,3973,123,0,0,0.261
2026-04-21 21:00:00,surabaya,4096,0,0,0,0.197
2026-04-21 22:00:00,surabaya,4096,0,0,0,0.061
2026-04-21 23:00:00,surabaya,3967,129,0,0,0.265
2026-04-22 00:00:00,surabaya,4096,0,0,0,0.167
2026-04-22 01:00:00,surabaya,4096,0,0,0,0.067
2026-04-22 02:00:00,surabaya,4096,0,0,0,0.038
2026-04-22 03:00:00,surabaya,4096,0,0,0,0.134
2026-04-22 04:00:00,surabaya,4096,0,0,0,0.162
2026-04-22 05:00:00,surabaya,4091,5,0,0,0.202
2026-04-22 06:00:00,surabaya,3384,712,0,0,0.49
2026-04-22 07:00:00,surabaya,2865,977,253,0,0.709
2026-04-22 08:00:00,surabaya,2219,1488,389,0,0.794
2026-04-22 09:00:00,surabaya,3661,435,0,0,0.435
2026-04-22 10:00:00,surabaya,4005,91,0,0,0.25
2026-04-22 11:00:00,surabaya,4012,84,0,0,0.237
2026-04-22 12:00:00,surabaya,3786,310,0,0,0.368
2026-04-22 13:00:00,surabaya,4096,0,0,0,0.118
2026-04-22 14:00:00,surabaya,3961,135,0,0,0.257
2026-04-22 15:00:00,surabaya,3399,697,0,0,0.446
2026-04-22 16:00:00,surabaya,2563,1063,471,0,0.823
2026-04-22 17:00:00,surabaya,2392,1357,347,0,0.821
2026-04-22 18:00:00,surabaya,2967,932,196,0,0.733
2026-04-22 19:00:00,surabaya,3426,670,0,0,0.491
2026-04-22 20:00:00,surabaya,4071,25,0,0,0.211
2026-04-22 21:00:00,surabaya,4096,0,0,0,0.116
2026-04-22 22:00:00,surabaya,4096,0,0,0,0.122
2026-04-22 23:00:00,surabaya,4096,0,0,0,0.004
2026-04-23 00:00:00,surabaya,4096,0,0,0,0.049
2026-04-23 01:00:00,surabaya,4096,0,0,0,0.121
2026-04-23 02:00:00,surabaya,4096,0,0,0,0.16
2026-04-23 03:00:00,surabaya,4096,0,0,0,0.139
2026-04-23 04:00:00,surabaya,4096,0,0,0,0.044
2026-04-23 05:00:00,surabaya,4041,55,0,0,0.22
2026-04-23 06:00:00,surabaya,3466,630,0,0,0.54
2026-04-23 07:00:00,surabaya,2442,1301,352,0,0.793
2026-04-23 08:00:00,surabaya,2745,1017,334,0,0.748
2026-04-23 09:00:00,surabaya,3629,467,0,0,0.423
2026-04-23 10:00:00,surabaya,3828,268,0,0,0.297
2026-04-23 11:00:00,surabaya,4096,0,0,0,0.128
2026-04-23 12:00:00,surabaya,4096,0,0,0,0.078
2026-04-23 13:00:00,surabaya,4096,0,0,0,0.128
2026-04-23 14:00:00,surabaya,3703,393,0,0,0.393
2026-04-23 15:00:00,surabaya,3246,850,0,0,0.51
2026-04-23 16:00:00,surabaya,2164,1411,521,0,0.848
2026-04-23 17:00:00,surabaya,2318,1254,523,0,0.866
2026-04-23 18:00:00,surabaya,2111,1686,300,0,0.833
2026-04-23 19:00:00,surabaya,3527,569,0,0,0.451
2026-04-23 20:00:00,surabaya,3948,148,0,0,0.268
2026-04-23 21:00:00,surabaya,3665,431,0,0,0.357
2026-04-23 22:00:00,surabaya,4072,24,0,0,0.209
2026-04-23 23:00:00,surabaya,4096,0,0,0,0.116
2026-04-24 00:00:00,surabaya,4096,0,0,0,0.144
2026-04-24 01:00:00,surabaya,4096,0,0,0,0.173
2026-04-24 02:00:00,surabaya,4031,65,0,0,0.235
2026-04-24 03:00:00,surabaya,4096,0,0,0,0.117
2026-04-24 04:00:00,surabaya,4096,0,0,0,0.045
2026-04-24 05:00:00,surabaya,4015,81,0,0,0.233
2026-04-24 06:00:00,surabaya,3366,730,0,0,0.485
2026-04-24 07:00:00,surabaya,2808,1055,233,0,0.762
2026-04-24 08:00:00,surabaya,1678,1839,580,0,0.846
2026-04-24 09:00:00,surabaya,3382,714,0,0,0.506
2026-04-24 10:00:00,surabaya,3909,187,0,0,0.309
2026-04-24 11:00:00,surabaya,4096,0,0,0,0.092
2026-04-24 12:00:00,surabaya,4065,31,0,0,0.219
2026-04-24 13:00:00,surabaya,3727,369,0,0,0.33
2026-04-24 14:00:00,surabaya,3768,328,0,0,0.333
2026-04-24 15:00:00,surabaya,3441,655,0,0,0.511
2026-04-24 16:00:00,surabaya,2338,1514,244,0,0.778
2026-04-24 17:00:00,surabaya,508,2157,644,787,1.025
2026-04-24 18:00:00,surabaya,2614,1255,227,0,0.702
2026-04-24 19:00:00,surabaya,3546,550,0,0,0.486
2026-04-24 20:00:00,surabaya,3900,196,0,0,0.312
2026-04-24 21:00:00,surabaya,4002,94,0,0,0.235
2026-04-24 22:00:00,surabaya,4096,0,0,0,0.125
2026-04-24 23:00:00,surabaya,4096,0,0,0,0.172
2026-04-25 00:00:00,surabaya,4096,0,0,0,0.163
2026-04-25 01:00:00,surabaya,4096,0,0,0,0.191
2026-04-25 02:00:00,surabaya,4096,0,0,0,0.173
2026-04-25 03:00:00,surabaya,4096,0,0,0,0.103
2026-04-25 04:00:00,surabaya,4096,0,0,0,0.191
2026-04-25 05:00:00,surabaya,3845,251,0,0,0.3
2026-04-25 06:00:00,surabaya,3861,235,0,0,0.299
